Województwo,Powiat,Miejscowość,Kod pocztowy
łódzkie,wieruszowski,Stary Ochędzyn,98-420
łódzkie,wieruszowski,Tyble,98-420
łódzkie,wieruszowski,Walichnowy,98-420
łódzkie,wieruszowski,Walichnowy (Maksymów),98-420
łódzkie,wieruszowski,Walichnowy (Malanów),98-420
łódzkie,wieruszowski,Wiktorówek,98-420
łódzkie,wieruszowski,Wyglądacze,98-420
łódzkie,wieruszowski,Zagórze,98-420
łódzkie,wieruszowski,Zdzierczyzna,98-420
łódzkie,wieruszowski,Bolesławiec,98-430
łódzkie,wieruszowski,Chotynin,98-430
łódzkie,wieruszowski,Chróścin,98-430
łódzkie,wieruszowski,Gola,98-430
łódzkie,wieruszowski,Kamionka,98-430
łódzkie,wieruszowski,Kolonia Bolesławiec-Chróścin,98-430
łódzkie,wieruszowski,Mieleszyn (Chobot),98-430
łódzkie,wieruszowski,Mieleszyn,98-430
łódzkie,wieruszowski,Piaski,98-430
łódzkie,wieruszowski,Piaski (Krupka),98-430
łódzkie,wieruszowski,Podbolesławiec,98-430
łódzkie,wieruszowski,Wiewiórka,98-430
łódzkie,wieruszowski,Żdżary,98-430
łódzkie,wieruszowski,Żdżary (Michałówka),98-430
łódzkie,wieruszowski,Żdżary (Koziołek),98-430
łódzkie,wieruszowski,Andrzejów,98-432
łódzkie,wieruszowski,Brzozówka,98-432
łódzkie,wieruszowski,Dzietrzkowice,98-432
łódzkie,wieruszowski,Gielniówka,98-432
łódzkie,wieruszowski,Jeziorko,98-432
łódzkie,wieruszowski,Kolonia Dzietrzkowice,98-432
łódzkie,wieruszowski,Ludwinów,98-432
łódzkie,wieruszowski,Łubnice,98-432
łódzkie,wieruszowski,Rzepisko,98-432
łódzkie,wieruszowski,Wójcin,98-432
łódzkie,łęczycki,Błonie,99-100
łódzkie,łęczycki,Borek,99-100
łódzkie,łęczycki,Borki,99-100
łódzkie,łęczycki,Borki (Borki-Parcela),99-100
łódzkie,łęczycki,Borów,99-100
łódzkie,łęczycki,Bronno,99-100
łódzkie,łęczycki,Chrząstówek,99-100
łódzkie,łęczycki,Dąbie,99-100
łódzkie,łęczycki,Dobrogosty,99-100
łódzkie,łęczycki,Dzierzbiętów Duży,99-100
łódzkie,łęczycki,Dzierzbiętów Mały,99-100
łódzkie,łęczycki,Garbalin,99-100
łódzkie,łęczycki,Gawronki,99-100
łódzkie,łęczycki,Gawrony,99-100
łódzkie,łęczycki,Janków,99-100
łódzkie,łęczycki,Karkosy,99-100
łódzkie,łęczycki,Kozuby,99-100
łódzkie,łęczycki,Krzepocin Drugi,99-100
łódzkie,łęczycki,Krzepocin Pierwszy,99-100
łódzkie,łęczycki,Kwiatkówek,99-100
łódzkie,łęczycki,Leszcze,99-100
łódzkie,łęczycki,Leźnica Mała,99-100
łódzkie,łęczycki,Leźnica Mała (Dudły),99-100
łódzkie,łęczycki,Leźnica Mała (Trupianka),99-100
łódzkie,łęczycki,Liszki,99-100
łódzkie,łęczycki,Lubień,99-100
łódzkie,łęczycki,Łęczyca (Przedmieście Ozorkowskie),99-100
łódzkie,łęczycki,Łęczyca,99-100
łódzkie,łęczycki,Łęka,99-100
łódzkie,łęczycki,Łęka-Kolonia,99-100
łódzkie,łęczycki,Mikołajew,99-100
łódzkie,łęczycki,Mniszki,99-100
łódzkie,łęczycki,Piekacie,99-100
łódzkie,łęczycki,Pilichy,99-100
łódzkie,łęczycki,Prądzew,99-100
łódzkie,łęczycki,Prusinowice,99-100
łódzkie,łęczycki,Pruszki,99-100
łódzkie,łęczycki,Siedlec,99-100
łódzkie,łęczycki,Siemszyce,99-100
łódzkie,łęczycki,Szarowizna,99-100
łódzkie,łęczycki,Topola Katowa,99-100
łódzkie,łęczycki,Topola Królewska,99-100
łódzkie,łęczycki,Topola Szlachecka,99-100
łódzkie,łęczycki,Upale,99-100
łódzkie,łęczycki,Wąkczew,99-100
łódzkie,łęczycki,Wichrów,99-100
łódzkie,łęczycki,Wilczkowice Dolne,99-100
łódzkie,łęczycki,Wilczkowice Górne,99-100
łódzkie,łęczycki,Wilczkowice nad Szosą,99-100
łódzkie,łęczycki,Wilczkowice Średnie,99-100
łódzkie,łęczycki,Zawada,99-100
łódzkie,łęczycki,Zawada (Zawada Górna),99-100
łódzkie,łęczycki,Zduny (Zduny-Kolonia),99-100
łódzkie,łęczycki,Zduny,99-100
łódzkie,łęczycki,Daszyna,99-107
łódzkie,łęczycki,Drzykozy,99-107
łódzkie,łęczycki,Gąsiorów,99-107
łódzkie,łęczycki,Goszczynno,99-107
łódzkie,łęczycki,Jabłonna,99-107
łódzkie,łęczycki,Jacków,99-107
łódzkie,łęczycki,Janice,99-107
łódzkie,łęczycki,Jarochów,99-107
łódzkie,łęczycki,Jarochówek,99-107
łódzkie,łęczycki,Karkoszki,99-107
łódzkie,łęczycki,Koryta,99-107
łódzkie,łęczycki,Krężelewice,99-107
łódzkie,łęczycki,Lipówka,99-107
łódzkie,łęczycki,Łubno,99-107
łódzkie,łęczycki,Mazew,99-107
łódzkie,łęczycki,Mazew-Kolonia,99-107
łódzkie,łęczycki,Miroszewice,99-107
łódzkie,łęczycki,Nowa Żelazna,99-107
łódzkie,łęczycki,Nowy Sławoszew,99-107
łódzkie,łęczycki,Ogrodzona,99-107
łódzkie,łęczycki,Opiesin,99-107
łódzkie,łęczycki,Osędowice,99-107
łódzkie,łęczycki,Rzędków,99-107
łódzkie,łęczycki,Siedlew,99-107
łódzkie,łęczycki,Skrzynki,99-107
łódzkie,łęczycki,Stara Żelazna,99-107
łódzkie,łęczycki,Stary Sławoszew,99-107
łódzkie,łęczycki,Walew,99-107
łódzkie,łęczycki,Walew (Walewek),99-107
łódzkie,łęczycki,Zagróbki,99-107
łódzkie,łęczycki,Zieleniew,99-107
łódzkie,łęczycki,Żabokrzeki,99-107
łódzkie,łęczycki,Balków,99-120
łódzkie,łęczycki,Bielice,99-120
łódzkie,łęczycki,Błonie,99-120
łódzkie,łęczycki,Boguszyce,99-120
łódzkie,łęczycki,Borowiec,99-120
łódzkie,łęczycki,Broników,99-120
łódzkie,łęczycki,Czerników,99-120
łódzkie,łęczycki,Dunaj,99-120
łódzkie,łęczycki,Gadka,99-120
łódzkie,łęczycki,Goślub,99-120
łódzkie,łęczycki,Goślub-Osada,99-120
łódzkie,łęczycki,Górki Łubnickie,99-120
łódzkie,łęczycki,Górki Pęcławskie,99-120
łódzkie,łęczycki,Janków,99-120
łódzkie,łęczycki,Janowice,99-120
łódzkie,łęczycki,Janówek,99-120
łódzkie,łęczycki,Jasionna,99-120
łódzkie,łęczycki,Konarzew,99-120
łódzkie,łęczycki,Krzyszkowice,99-120
łódzkie,łęczycki,Leżajna,99-120
łódzkie,łęczycki,Łęka,99-120
łódzkie,łęczycki,Łubnica,99-120
łódzkie,łęczycki,Mchowice,99-120
łódzkie,łęczycki,Michałówka,99-120
łódzkie,łęczycki,Młynów,99-120
łódzkie,łęczycki,Mysłówka,99-120
łódzkie,łęczycki,Orądki,99-120
łódzkie,łęczycki,Orenice,99-120
łódzkie,łęczycki,Pęcławice,99-120
łódzkie,łęczycki,Piątek,99-120
łódzkie,łęczycki,Piekary,99-120
łódzkie,łęczycki,Pokrzywnica,99-120
łódzkie,łęczycki,Rogaszyn,99-120
łódzkie,łęczycki,Stare Piaski,99-120
łódzkie,łęczycki,Sułkowice Drugie,99-120
łódzkie,łęczycki,Sułkowice Pierwsze,99-120
łódzkie,łęczycki,Sypin,99-120
łódzkie,łęczycki,Śladków Podleśny,99-120
łódzkie,łęczycki,Śladków Rozlazły,99-120
łódzkie,łęczycki,Witów,99-120
łódzkie,łęczycki,Włostowice-Parcele,99-120
łódzkie,łęczycki,Żabokrzeki,99-120
łódzkie,łęczycki,Ambrożew,99-122
łódzkie,łęczycki,Bogdańczew,99-122
łódzkie,łęczycki,Bryski,99-122
łódzkie,łęczycki,Bryski-Kolonia,99-122
łódzkie,łęczycki,Czarnopole,99-122
łódzkie,łęczycki,Gaj,99-122
łódzkie,łęczycki,Głupiejew,99-122
łódzkie,łęczycki,Góra Świętej Małgorzaty,99-122
łódzkie,łęczycki,Janów,99-122
łódzkie,łęczycki,Karsznice,99-122
łódzkie,łęczycki,Konstancin,99-122
łódzkie,łęczycki,Kosin,99-122
łódzkie,łęczycki,Kosiorów,99-122
łódzkie,łęczycki,Łętków,99-122
łódzkie,łęczycki,Marynki,99-122
łódzkie,łęczycki,Mętlew,99-122
łódzkie,łęczycki,Mierczyn,99-122
łódzkie,łęczycki,Moraków,99-122
łódzkie,łęczycki,Nowy Gaj,99-122
łódzkie,łęczycki,Nowy Gaj (Maciejów),99-122
łódzkie,łęczycki,Orszewice,99-122
łódzkie,łęczycki,Podgórzyce (Podgórzyce-Kolonia),99-122
łódzkie,łęczycki,Podgórzyce,99-122
łódzkie,łęczycki,Rogulice,99-122
łódzkie,łęczycki,Sługi,99-122
łódzkie,łęczycki,Stary Gaj,99-122
łódzkie,łęczycki,Stawy,99-122
łódzkie,łęczycki,Tum,99-122
łódzkie,łęczycki,Witaszewice,99-122
łódzkie,łęczycki,Zagaj,99-122
łódzkie,łęczycki,Bielawy,99-140
łódzkie,łęczycki,Chorzepin,99-140
łódzkie,łęczycki,Chwalborzyce,99-140
łódzkie,łęczycki,Drozdów,99-140
łódzkie,łęczycki,Głogowiec,99-140
łódzkie,łęczycki,Grodzisko,99-140
łódzkie,łęczycki,Gusin,99-140
łódzkie,łęczycki,Kaznów (Chęcin),99-140
łódzkie,łęczycki,Kraski,99-140
łódzkie,łęczycki,Ładawy,99-140
łódzkie,łęczycki,Łyków,99-140
łódzkie,łęczycki,Parski,99-140
łódzkie,łęczycki,Piaski,99-140
łódzkie,łęczycki,Podgórze (Holendry),99-140
łódzkie,łęczycki,Podgórze,99-140
łódzkie,łęczycki,Podłęże,99-140
łódzkie,łęczycki,Polusin,99-140
łódzkie,łęczycki,Rogów,99-140
łódzkie,łęczycki,Rydzyna,99-140
łódzkie,łęczycki,Stemplew,99-140
łódzkie,łęczycki,Strachów,99-140
łódzkie,łęczycki,Świnice Warckie (Piotrówka),99-140
łódzkie,łęczycki,Świnice Warckie,99-140
łódzkie,łęczycki,Świnice Warckie-Kolonia,99-140
łódzkie,łęczycki,Tolów,99-140
łódzkie,łęczycki,Władysławów,99-140
łódzkie,łęczycki,Wola Świniecka,99-140
łódzkie,łęczycki,Wyganów,99-140
łódzkie,łęczycki,Zbylczyce,99-140
łódzkie,łęczycki,Zbylczyce (Hektary),99-140
łódzkie,łęczycki,Zimne,99-140
łódzkie,łęczycki,Aleksandrówek,99-150
łódzkie,łęczycki,Besiekiery,99-150
łódzkie,łęczycki,Biała Góra,99-150
łódzkie,łęczycki,Borów,99-150
łódzkie,łęczycki,Borucice,99-150
łódzkie,łęczycki,Bowętów,99-150
łódzkie,łęczycki,Brudzeń,99-150
łódzkie,łęczycki,Budki,99-150
łódzkie,łęczycki,Bugaj,99-150
łódzkie,łęczycki,Byszew,99-150
łódzkie,łęczycki,Celinów,99-150
łódzkie,łęczycki,Chorki,99-150
łódzkie,łęczycki,Filipów,99-150
łódzkie,łęczycki,Gać,99-150
łódzkie,łęczycki,Golbice,99-150
łódzkie,łęczycki,Goszczędza,99-150
łódzkie,łęczycki,Grabów,99-150
łódzkie,łęczycki,Grabów (Pruchyniec),99-150
łódzkie,łęczycki,Jamy,99-150
łódzkie,łęczycki,Janów,99-150
łódzkie,łęczycki,Jastrzębia,99-150
łódzkie,łęczycki,Jaworów,99-150
łódzkie,łęczycki,Kadzidłowa (Kadzidłowa-Grabinka),99-150
łódzkie,łęczycki,Kadzidłowa (Kadzidłowa-Adamów),99-150
łódzkie,łęczycki,Kadzidłowa (Kadzidłowa-Borki),99-150
łódzkie,łęczycki,Kadzidłowa (Kadzidłowa-Brzezinka),99-150
łódzkie,łęczycki,Kadzidłowa (Kadzidłowa-Karolewo),99-150
łódzkie,łęczycki,Kadzidłowa,99-150
łódzkie,łęczycki,Kępina,99-150
łódzkie,kutnowski,Kliny,99-150
łódzkie,łęczycki,Kobyle,99-150
łódzkie,łęczycki,Kotków,99-150
łódzkie,łęczycki,Kotków (Wymysłów),99-150
łódzkie,łęczycki,Ksawerów,99-150
łódzkie,łęczycki,Ksawerówek,99-150
łódzkie,łęczycki,Kurzjama,99-150
łódzkie,łęczycki,Leszno,99-150
łódzkie,łęczycki,Łyżki,99-150
łódzkie,łęczycki,Nagórki,99-150
łódzkie,łęczycki,Nowa Sobótka,99-150
łódzkie,łęczycki,Nowa Wieś,99-150
łódzkie,łęczycki,Nowy Besk,99-150
łódzkie,łęczycki,Odechów,99-150
łódzkie,łęczycki,Odechów (Odechówek),99-150
łódzkie,łęczycki,Olszewa,99-150
łódzkie,łęczycki,Osiny,99-150
łódzkie,łęczycki,Ostrówek,99-150
łódzkie,łęczycki,Piaski,99-150
łódzkie,łęczycki,Pieczew,99-150
łódzkie,łęczycki,Piotrkówek,99-150
łódzkie,łęczycki,Pociecha,99-150
łódzkie,łęczycki,Pokrzywnia,99-150
łódzkie,łęczycki,Polamy,99-150
łódzkie,łęczycki,Potrzasków,99-150
łódzkie,łęczycki,Pusta Wieś,99-150
łódzkie,łęczycki,Radzyń,99-150
łódzkie,łęczycki,Rochów,99-150
łódzkie,łęczycki,Rochówek,99-150
łódzkie,łęczycki,Rybnik,99-150
łódzkie,łęczycki,Sławęcin,99-150
łódzkie,łęczycki,Smardzew,99-150
łódzkie,łęczycki,Smolice,99-150
łódzkie,łęczycki,Smolice (Smolice-Parcele),99-150
łódzkie,łęczycki,Sobótka-Kolonia,99-150
łódzkie,łęczycki,Srebrna,99-150
łódzkie,łęczycki,Srebrna Wieś,99-150
łódzkie,łęczycki,Stanisławki,99-150
łódzkie,łęczycki,Stara Sobótka,99-150
łódzkie,łęczycki,Stara Sobótka (Sobótka Poduchowna),99-150
łódzkie,łęczycki,Stary Besk,99-150
łódzkie,łęczycki,Szłapy,99-150
łódzkie,łęczycki,Teofilki,99-150
łódzkie,łęczycki,Wygorzele,99-150
łódzkie,łęczycki,Źrebięta,99-150
łódzkie,łęczycki,Żaczki,99-150
łódzkie,poddębicki,Adamów,99-200
łódzkie,poddębicki,Aleksandrówek,99-200
łódzkie,poddębicki,Antonina,99-200
łódzkie,poddębicki,Balin,99-200
łódzkie,poddębicki,Bałdrzychów,99-200
łódzkie,poddębicki,Borki Lipkowskie,99-200
łódzkie,poddębicki,Borysew,99-200
łódzkie,poddębicki,Borzewisko,99-200
łódzkie,poddębicki,Busina,99-200
łódzkie,poddębicki,Busina-Kolonia,99-200
łódzkie,poddębicki,Byczyna,99-200
łódzkie,poddębicki,Chropy,99-200
łódzkie,poddębicki,Chropy-Kolonia,99-200
łódzkie,poddębicki,Ciężków,99-200
łódzkie,poddębicki,Dominikowice,99-200
łódzkie,poddębicki,Dzierzązna,99-200
łódzkie,poddębicki,Ewelinów,99-200
łódzkie,poddębicki,Feliksów,99-200
łódzkie,poddębicki,Gibaszew,99-200
łódzkie,poddębicki,Golice,99-200
łódzkie,poddębicki,Golice (Góry Golickie),99-200
łódzkie,poddębicki,Góra Bałdrzychowska,99-200
łódzkie,poddębicki,Góra Bałdrzychowska-Kolonia,99-200
łódzkie,poddębicki,Grocholice,99-200
łódzkie,poddębicki,Izabela,99-200
łódzkie,poddębicki,Jabłonka,99-200
łódzkie,poddębicki,Józefka,99-200
łódzkie,poddębicki,Józefów,99-200
łódzkie,poddębicki,Józefów-Kolonia,99-200
łódzkie,poddębicki,Kałów,99-200
łódzkie,poddębicki,Karnice,99-200
łódzkie,poddębicki,Klementów,99-200
łódzkie,poddębicki,Kobylniki,99-200
łódzkie,poddębicki,Kolonia Byczyna,99-200
łódzkie,poddębicki,Krępa,99-200
łódzkie,poddębicki,Ksawercin,99-200
łódzkie,poddębicki,Leokadiew,99-200
łódzkie,poddębicki,Leśnik,99-200
łódzkie,poddębicki,Lipki,99-200
łódzkie,poddębicki,Lipnica,99-200
łódzkie,poddębicki,Lubiszewice,99-200
łódzkie,poddębicki,Łężki,99-200
łódzkie,poddębicki,Łężki-Kolonia,99-200
łódzkie,poddębicki,Łężki-Parcel,99-200
łódzkie,poddębicki,Madajka,99-200
łódzkie,poddębicki,Malenie,99-200
łódzkie,poddębicki,Małe,99-200
łódzkie,poddębicki,Marynki,99-200
łódzkie,poddębicki,Mrowiczna,99-200
łódzkie,poddębicki,Niemysłów,99-200
łódzkie,poddębicki,Niewiesz,99-200
łódzkie,poddębicki,Niewiesz-Kolonia,99-200
łódzkie,poddębicki,Nowa Wieś,99-200
łódzkie,poddębicki,Nowy Pudłów,99-200
łódzkie,poddębicki,Panaszew,99-200
łódzkie,poddębicki,Paulina,99-200
łódzkie,poddębicki,Piotrów,99-200
łódzkie,poddębicki,Poddębice,99-200
łódzkie,poddębicki,Poddębice (Byczyna),99-200
łódzkie,poddębicki,Podgórcze,99-200
łódzkie,poddębicki,Porczyny,99-200
łódzkie,poddębicki,Praga,99-200
łódzkie,poddębicki,Pudłówek,99-200
łódzkie,poddębicki,Pustkowie,99-200
łódzkie,poddębicki,Rąkczyn,99-200
łódzkie,poddębicki,Rodrysin,99-200
łódzkie,poddębicki,Rodrysin (Wandówka),99-200
łódzkie,poddębicki,Rodrysin (Napoleonów),99-200
łódzkie,poddębicki,Sempółki,99-200
łódzkie,poddębicki,Stary Pudłów,99-200
łódzkie,poddębicki,Sworawa,99-200
łódzkie,poddębicki,Sworawa (Brzezinki),99-200
łódzkie,poddębicki,Szarów,99-200
łódzkie,poddębicki,Szczyty (Szczyty A),99-200
łódzkie,poddębicki,Szczyty (Szczyty B),99-200
łódzkie,poddębicki,Szczyty (Szczyty W),99-200
łódzkie,poddębicki,Tarnowa,99-200
łódzkie,poddębicki,Truskawiec,99-200
łódzkie,poddębicki,Tumusin,99-200
łódzkie,poddębicki,Tumusin (Antoninów),99-200
łódzkie,poddębicki,Ułany,99-200
łódzkie,poddębicki,Wilczków,99-200
łódzkie,poddębicki,Wólka,99-200
łódzkie,poddębicki,Wylazłów,99-200
łódzkie,poddębicki,Zagórzyce,99-200
łódzkie,poddębicki,Zakrzew,99-200
łódzkie,poddębicki,Bardzynin,99-205
łódzkie,poddębicki,Brudnów Czwarty,99-205
łódzkie,poddębicki,Brudnów Drugi,99-205
łódzkie,poddębicki,Brudnów Piąty,99-205
łódzkie,poddębicki,Brudnów Pierwszy,99-205
łódzkie,poddębicki,Brudnów Stary,99-205
łódzkie,poddębicki,Brudnów Trzeci,99-205
łódzkie,poddębicki,Budzynek,99-205
łódzkie,poddębicki,Dalików,99-205
łódzkie,poddębicki,Dąbrówka Nadolna,99-205
łódzkie,poddębicki,Domaniew,99-205
łódzkie,poddębicki,Domaniewek,99-205
łódzkie,poddębicki,Dzierżanów,99-205
łódzkie,poddębicki,Emilianów,99-205
łódzkie,poddębicki,Eufemia,99-205
łódzkie,poddębicki,Fułki,99-205
łódzkie,poddębicki,Gajówka-Kolonia,99-205
łódzkie,poddębicki,Gajówka-Parcel,99-205
łódzkie,poddębicki,Gajówka-Wieś,99-205
łódzkie,poddębicki,Huta Bardzyńska,99-205
łódzkie,poddębicki,Idzikowice,99-205
łódzkie,poddębicki,Janów,99-205
łódzkie,poddębicki,Karolinów,99-205
łódzkie,poddębicki,Kazimierzów,99-205
łódzkie,poddębicki,Kołoszyn,99-205
łódzkie,poddębicki,Kontrewers,99-205
łódzkie,poddębicki,Krzemieniew,99-205
łódzkie,poddębicki,Madaje Stare,99-205
łódzkie,poddębicki,Marcinów,99-205
łódzkie,poddębicki,Marysin,99-205
łódzkie,poddębicki,Oleśnica,99-205
łódzkie,poddębicki,Ostrów,99-205
łódzkie,poddębicki,Piotrów,99-205
łódzkie,poddębicki,Przekora,99-205
łódzkie,poddębicki,Psary,99-205
łódzkie,poddębicki,Rozynów,99-205
łódzkie,poddębicki,Sarnów,99-205
łódzkie,poddębicki,Sarnów-Osiedle,99-205
łódzkie,poddębicki,Stefanów,99-205
łódzkie,poddębicki,Symonia,99-205
łódzkie,poddębicki,Tobolice,99-205
łódzkie,poddębicki,Wilczyca,99-205
łódzkie,poddębicki,Wilków,99-205
łódzkie,poddębicki,Witów,99-205
łódzkie,poddębicki,Włodzimierzów,99-205
łódzkie,poddębicki,Woźniki,99-205
łódzkie,poddębicki,Wyrobki,99-205
łódzkie,poddębicki,Zdrzychów,99-205
łódzkie,poddębicki,Złotniki,99-205
łódzkie,poddębicki,Brzeziny,99-210
łódzkie,poddębicki,Brzozówka,99-210
łódzkie,poddębicki,Czekaj,99-210
łódzkie,poddębicki,Czepów,99-210
łódzkie,poddębicki,Człopy,99-210
łódzkie,poddębicki,Dąbrowa,99-210
łódzkie,poddębicki,Felicjanów,99-210
łódzkie,poddębicki,Góry,99-210
łódzkie,poddębicki,Hipolitów,99-210
łódzkie,poddębicki,Kozanki Wielkie,99-210
łódzkie,poddębicki,Kuczki,99-210
łódzkie,poddębicki,Lekaszyn,99-210
łódzkie,poddębicki,Łęg Baliński,99-210
łódzkie,poddębicki,Orzeszków,99-210
łódzkie,poddębicki,Orzeszków-Kolonia,99-210
łódzkie,poddębicki,Ostrowsko,99-210
łódzkie,poddębicki,Pęgów,99-210
łódzkie,poddębicki,Rożniatów,99-210
łódzkie,poddębicki,Rożniatów-Kolonia,99-210
łódzkie,poddębicki,Skotniki,99-210
łódzkie,poddębicki,Spycimierz,99-210
łódzkie,poddębicki,Spycimierz-Kolonia,99-210
łódzkie,poddębicki,Stanisławów,99-210
łódzkie,poddębicki,Uniejów,99-210
łódzkie,poddębicki,Wielenin,99-210
łódzkie,poddębicki,Wielenin-Kolonia,99-210
łódzkie,poddębicki,Wieścice,99-210
łódzkie,poddębicki,Wilamów,99-210
łódzkie,poddębicki,Wola Przedmiejska,99-210
łódzkie,poddębicki,Zaborów,99-210
łódzkie,poddębicki,Zieleń,99-210
łódzkie,poddębicki,Biała Góra,99-220
łódzkie,poddębicki,Biernacice,99-220
łódzkie,poddębicki,Borek,99-220
łódzkie,poddębicki,Bronów,99-220
łódzkie,poddębicki,Bronówek,99-220
łódzkie,poddębicki,Brudnówek,99-220
łódzkie,poddębicki,Chodów,99-220
łódzkie,poddębicki,Drwalew,99-220
łódzkie,poddębicki,Dzierżawy,99-220
łódzkie,poddębicki,Grabiszew,99-220
łódzkie,poddębicki,Kiki,99-220
łódzkie,poddębicki,Kłódno,99-220
łódzkie,poddębicki,Kłódno (Jadwisin),99-220
łódzkie,poddębicki,Kłódno (Kłódno-Kolonia),99-220
łódzkie,poddębicki,Konopnica,99-220
łódzkie,poddębicki,Krzepocinek,99-220
łódzkie,poddębicki,Lewiny,99-220
łódzkie,poddębicki,Łążki,99-220
łódzkie,poddębicki,Mrówna,99-220
łódzkie,poddębicki,Nasale,99-220
łódzkie,poddębicki,Ner,99-220
łódzkie,poddębicki,Ner (Ner-Kolonia),99-220
łódzkie,poddębicki,Ner (Ner-Parcel),99-220
łódzkie,poddębicki,Nowa Wieś (Plewnik Pierwszy),99-220
łódzkie,poddębicki,Nowa Wieś,99-220
łódzkie,poddębicki,Nowy Gostków,99-220
łódzkie,poddębicki,Orzeszków,99-220
łódzkie,poddębicki,Parądzice,99-220
łódzkie,poddębicki,Pauzew,99-220
łódzkie,poddębicki,Pełczyska,99-220
łódzkie,poddębicki,Plewnik,99-220
łódzkie,poddębicki,Polesie,99-220
łódzkie,poddębicki,Powodów Drugi,99-220
łódzkie,poddębicki,Powodów Pierwszy,99-220
łódzkie,poddębicki,Powodów Trzeci,99-220
łódzkie,poddębicki,Saków,99-220
łódzkie,poddębicki,Sędów,99-220
łódzkie,poddębicki,Spędoszyn,99-220
łódzkie,poddębicki,Spędoszyn-Kolonia,99-220
łódzkie,poddębicki,Stary Gostków,99-220
łódzkie,poddębicki,Starzyny,99-220
łódzkie,poddębicki,Sucha (Sucha Górna),99-220
łódzkie,poddębicki,Sucha (Sucha Dolna),99-220
łódzkie,poddębicki,Światonia,99-220
łódzkie,poddębicki,Truskawiec,99-220
łódzkie,poddębicki,Tur,99-220
łódzkie,poddębicki,Ujazd,99-220
łódzkie,poddębicki,Wartkowice,99-220
łódzkie,poddębicki,Wierzbowa,99-220
łódzkie,poddębicki,Wierzbówka,99-220
łódzkie,poddębicki,Wilkowice,99-220
łódzkie,poddębicki,Wola Niedźwiedzia,99-220
łódzkie,poddębicki,Wola-Dąbrowa,99-220
łódzkie,poddębicki,Wólka,99-220
łódzkie,poddębicki,Wólki,99-220
łódzkie,poddębicki,Zacisze,99-220
łódzkie,poddębicki,Zalesie,99-220
łódzkie,poddębicki,Zalesie (Kłódno-Stacja),99-220
łódzkie,poddębicki,Zawada,99-220
łódzkie,poddębicki,Zelgoszcz,99-220
łódzkie,poddębicki,Adamka,99-232
łódzkie,poddębicki,Alfonsów,99-232
łódzkie,poddębicki,Annów,99-232
łódzkie,poddębicki,Anusin,99-232
łódzkie,poddębicki,Babiniec,99-232
łódzkie,poddębicki,Bąki,99-232
łódzkie,poddębicki,Bogucice,99-232
łódzkie,poddębicki,Bratków Dolny,99-232
łódzkie,poddębicki,Bratków Górny,99-232
łódzkie,poddębicki,Budy Jeżewskie,99-232
łódzkie,poddębicki,Charchów Księży,99-232
łódzkie,poddębicki,Charchów Pański,99-232
łódzkie,poddębicki,Chodaki,99-232
łódzkie,poddębicki,Chodaki (Janaszów),99-232
łódzkie,poddębicki,Dąbrówka,99-232
łódzkie,poddębicki,Dąbrówka Szadkowska,99-232
łódzkie,poddębicki,Dzierzązna Szlachecka,99-232
łódzkie,poddębicki,Głogowiec,99-232
łódzkie,poddębicki,Górki Zadzimskie,99-232
łódzkie,poddębicki,Grabina,99-232
łódzkie,poddębicki,Grabinka,99-232
łódzkie,poddębicki,Hilarów,99-232
łódzkie,poddębicki,Iwonie,99-232
łódzkie,poddębicki,Jeżew,99-232
łódzkie,poddębicki,Józefów,99-232
łódzkie,poddębicki,Kazimierzew,99-232
łódzkie,poddębicki,Kłoniszew,99-232
łódzkie,poddębicki,Kraszyn,99-232
łódzkie,poddębicki,Leszkomin,99-232
łódzkie,poddębicki,Maksymilianów,99-232
łódzkie,poddębicki,Małyń,99-232
łódzkie,poddębicki,Marcinów,99-232
łódzkie,poddębicki,Nowy Świat,99-232
łódzkie,poddębicki,Otok,99-232
łódzkie,poddębicki,Pałki,99-232
łódzkie,poddębicki,Pietrachy,99-232
łódzkie,poddębicki,Piła,99-232
łódzkie,poddębicki,Piotrów,99-232
łódzkie,poddębicki,Ralewice,99-232
łódzkie,poddębicki,Ruda Jeżewska,99-232
łódzkie,poddębicki,Rudunki,99-232
łódzkie,poddębicki,Rzechta Drużbińska,99-232
łódzkie,poddębicki,Rzeczyca,99-232
łódzkie,poddębicki,Sikory,99-232
łódzkie,poddębicki,Skęczno,99-232
łódzkie,poddębicki,Stefanów,99-232
łódzkie,poddębicki,Szczawno Rzeczyckie,99-232
łódzkie,poddębicki,Urszulin,99-232
łódzkie,poddębicki,Walentynów,99-232
łódzkie,poddębicki,Wierzchy,99-232
łódzkie,poddębicki,Wiorzyska,99-232
łódzkie,poddębicki,Wola Dąbska,99-232
łódzkie,poddębicki,Wola Flaszczyna,99-232
łódzkie,poddębicki,Wola Sipińska,99-232
łódzkie,poddębicki,Wola Zaleska,99-232
łódzkie,poddębicki,Wyrębów,99-232
łódzkie,poddębicki,Zaborów,99-232
łódzkie,poddębicki,Zadzim,99-232
łódzkie,poddębicki,Zalesie,99-232
łódzkie,poddębicki,Zawady,99-232
łódzkie,poddębicki,Zygry,99-232
łódzkie,poddębicki,Żerniki,99-232
łódzkie,poddębicki,Borki Drużbińskie,99-235
łódzkie,poddębicki,Brodnia,99-235
łódzkie,poddębicki,Brodnia-Kolonia,99-235
